# Time-averaged data for fix myfixpe
# TimeStep c_pe[0]
2550000 181.228
2551000 195.409
2552000 147.449
2553000 172.329
2554000 176.369
2555000 161.98
2556000 161.793
2557000 153.755
2558000 175.608
2559000 142.232
2560000 140.481
2561000 176.403
2562000 167.808
2563000 185.238
2564000 161.76
2565000 154.393
2566000 166.883
2567000 158.158
2568000 159.32
2569000 140.824
2570000 139.313
2571000 163.829
2572000 161.11
2573000 137.019
2574000 141.098
2575000 138.01
2576000 157.161
2577000 135.98
2578000 160.184
2579000 141.364
2580000 151.77
2581000 147.693
2582000 157.621
2583000 163.009
2584000 180.493
2585000 166.011
2586000 147.727
2587000 161.41
2588000 167.368
2589000 170.281
2590000 167.205
2591000 157.235
2592000 146.061
2593000 137.393
2594000 132.318
2595000 147.755
2596000 179.831
2597000 144.005
2598000 143.917
2599000 157.495
2600000 163.216
2601000 155.539
2602000 161.951
2603000 141.678
2604000 131.894
2605000 128.666
2606000 163.627
2607000 164.844
2608000 166.865
2609000 180.906
2610000 172.142
2611000 178.445
2612000 146.505
2613000 137.098
2614000 157.296
2615000 142.439
2616000 153.749
2617000 172.785
2618000 134.118
2619000 113.253
2620000 157.229
2621000 164.512
2622000 134.222
2623000 145.438
2624000 153.756
2625000 150.489
2626000 165.873
2627000 145.66
2628000 151.286
2629000 168.914
2630000 163.605
2631000 143.479
2632000 144.854
2633000 145.79
2634000 119.036
2635000 120.273
2636000 150.202
2637000 157.777
2638000 174.826
2639000 167.075
2640000 156.431
2641000 139.851
2642000 145.201
2643000 142.403
2644000 152.395
2645000 170.955
2646000 164.439
2647000 181.65
2648000 166.424
2649000 138.088
2650000 155.504
2651000 151.054
2652000 123.806
2653000 133.135
2654000 157.095
2655000 149.282
2656000 143.978
2657000 142.145
2658000 129.172
2659000 116.75
2660000 122.972
2661000 155.989
2662000 158.473
2663000 144.119
2664000 120.689
2665000 111.235
2666000 126.601
2667000 128.374
2668000 135.285
2669000 150.132
2670000 167.628
2671000 147.431
2672000 130.584
2673000 124.75
2674000 114.271
2675000 123.69
2676000 125.245
2677000 134.862
2678000 152.341
2679000 153.885
2680000 141.64
2681000 132.718
2682000 133.049
2683000 146.617
2684000 151.296
2685000 168.442
2686000 173.821
