# Time-averaged data for fix myfixpe
# TimeStep c_pe[0]
1332000 111.779
1333000 103.412
1334000 99.717
1335000 105.816
1336000 100.484
1337000 96.8502
1338000 96.3496
1339000 94.2507
1340000 90.591
1341000 98.6952
1342000 93.7003
1343000 90.4153
1344000 98.8262
1345000 101.049
1346000 92.3768
1347000 103.914
1348000 85.849
1349000 98.8973
1350000 106.941
1351000 103.416
1352000 101.248
1353000 105.778
1354000 109.449
1355000 98.1533
1356000 92.8898
1357000 107.35
1358000 116.251
1359000 110.176
1360000 106.321
1361000 106.885
1362000 102.83
1363000 98.7079
1364000 95.4144
1365000 90.6648
1366000 99.4666
1367000 115.468
1368000 107.823
1369000 111.554
1370000 115.391
1371000 95.1291
1372000 108.883
1373000 107.135
1374000 104.277
1375000 102.997
1376000 99.501
1377000 100.491
1378000 99.6353
1379000 102.404
1380000 109.664
1381000 107.488
1382000 110.679
1383000 110.499
1384000 102.157
1385000 99.6075
1386000 110.467
1387000 111.062
1388000 115.751
1389000 104.499
1390000 109.293
1391000 100.245
1392000 100.32
1393000 107.883
1394000 107.528
1395000 101.924
1396000 102.317
1397000 93.9009
1398000 98.3047
1399000 95.5259
1400000 98.9929
1401000 94.2497
1402000 98.3711
1403000 112.085
1404000 119.189
1405000 117.356
1406000 105.742
1407000 96.3574
1408000 106.491
1409000 108.774
1410000 102.046
1411000 108.143
1412000 108.619
1413000 102.425
1414000 107.526
1415000 100.294
1416000 104.311
1417000 107.292
1418000 117.132
1419000 110.799
1420000 95.8638
1421000 97.055
1422000 95.8282
1423000 103.742
1424000 108.465
1425000 106.058
1426000 104.318
1427000 102.419
1428000 105.201
1429000 98.1898
1430000 104.012
1431000 103.612
1432000 95.7631
1433000 95.4653
1434000 97.5251
1435000 103.417
1436000 107.918
1437000 116.041
1438000 114.649
1439000 98.3591
1440000 96.7133
1441000 95.8404
1442000 98.4668
1443000 98.0638
1444000 99.7489
1445000 102.917
1446000 94.313
1447000 105
1448000 94.8831
1449000 91.9575
1450000 107.408
1451000 107.326
1452000 106.633
1453000 121.534
1454000 106.964
1455000 87.1904
1456000 98.0875
1457000 116.542
1458000 112.886
1459000 105.009
1460000 95.4779
1461000 110.696
1462000 112.203
1463000 104.515
1464000 100.615
1465000 97.8283
1466000 99.6906
1467000 102.714
1468000 101.714
1469000 98.5991
1470000 100.066
1471000 100.792
1472000 104.411
1473000 101.687
1474000 99.1635
1475000 109.468
1476000 105.823
1477000 104.629
1478000 103.114
1479000 112.898
1480000 110.202
1481000 107.792
1482000 99.3389
1483000 87.1682
1484000 100.249
1485000 98.6076
1486000 98.5893
1487000 100.719
1488000 105.775
1489000 108.047
1490000 114.43
1491000 110.248
1492000 95.1944
1493000 95.9513
1494000 103.416
1495000 106.871
1496000 108.545
1497000 102.003
1498000 98.2734
1499000 91.0878
1500000 95.3097
1501000 97.6521
1502000 112.896
1503000 103.07
1504000 94.6802
1505000 96.2548
1506000 108.888
1507000 109.94
1508000 112.854
1509000 98.2914
1510000 93.766
1511000 96.2997
1512000 107.659
1513000 116.932
1514000 107.192
1515000 109.945
1516000 103.035
1517000 104.488
1518000 108.408
1519000 108.25
1520000 104.503
1521000 113.384
1522000 111.398
1523000 102.989
1524000 104.915
1525000 105.405
1526000 107.736
1527000 113.429
1528000 112.487
1529000 110.718
1530000 112.982
1531000 111.982
1532000 112.229
1533000 111.302
1534000 102.681
1535000 106.211
1536000 111.445
1537000 117.463
1538000 107.901
1539000 104.307
1540000 102.431
1541000 97.5728
1542000 105.514
1543000 99.4021
1544000 90.7995
1545000 90.8756
1546000 88.4107
1547000 97.6621
1548000 103.955
1549000 98.0159
1550000 97.5609
1551000 96.0598
1552000 108.801
1553000 107.615
1554000 112.798
1555000 101.158
1556000 108.717
1557000 110.042
1558000 107.597
1559000 101.363
1560000 110.428
1561000 96.329
1562000 97.9037
1563000 98.3771
1564000 97.7323
1565000 99.521
1566000 103.115
1567000 103.432
1568000 105.776
1569000 115.474
1570000 113.159
1571000 108.959
1572000 99.5466
1573000 96.4751
1574000 98.5158
1575000 102.678
1576000 104.793
1577000 109.17
1578000 113.278
1579000 109.943
1580000 102.535
1581000 103.342
1582000 103.219
1583000 101.719
1584000 103.583
1585000 95.6353
1586000 101.095
1587000 108.519
1588000 104.694
1589000 104.984
1590000 102.911
1591000 105.732
1592000 95.0638
1593000 107.182
1594000 105.717
1595000 101.943
1596000 98.568
1597000 102.627
1598000 111.242
1599000 102.768
1600000 99.1655
1601000 104.75
1602000 104.401
1603000 110.026
1604000 110.339
1605000 103.079
1606000 99.5081
1607000 93.0443
1608000 100.665
1609000 100.902
1610000 104.653
1611000 103.926
1612000 101.682
1613000 105.838
1614000 108.009
1615000 114.7
1616000 111.488
1617000 108.079
1618000 111.794
1619000 109.209
1620000 100.039
1621000 102.978
1622000 107.835
1623000 111.275
1624000 103.874
1625000 93.854
1626000 99.0117
1627000 95.1937
1628000 107.672
1629000 103.132
1630000 102.804
1631000 97.3837
1632000 93.2117
1633000 104.253
1634000 105.164
1635000 101.322
1636000 102.697
1637000 108.817
1638000 102.4
1639000 102.278
1640000 99.0909
1641000 109.568
1642000 104.491
1643000 96.2725
1644000 98.3172
1645000 99.6136
1646000 103.231
1647000 107.992
1648000 104.92
1649000 97.9642
1650000 107.171
1651000 94.5787
1652000 103.003
1653000 95.8021
1654000 103.232
1655000 102.767
1656000 105.307
1657000 102.139
1658000 99.146
1659000 101.27
1660000 102.708
1661000 92.4
1662000 101.062
1663000 94.9774
1664000 101.313
1665000 100.823
1666000 103.968
1667000 105.192
1668000 104.033
1669000 106.381
1670000 100.203
1671000 110.664
1672000 105.733
1673000 105.192
1674000 106.611
1675000 97.2533
1676000 106.217
1677000 106.595
1678000 105.263
1679000 107.024
1680000 109.896
1681000 107.42
1682000 104.782
1683000 100.352
1684000 94.7968
1685000 100.285
1686000 107.281
1687000 108.815
1688000 109.549
1689000 107.144
1690000 113.128
1691000 100.635
1692000 103.927
1693000 104.393
1694000 118.714
1695000 121.814
1696000 101.707
1697000 98.0191
1698000 101.79
1699000 107.112
1700000 105.223
1701000 96.3345
1702000 96.0998
1703000 93.269
1704000 94.604
1705000 98.2572
1706000 102.089
1707000 99.6913
1708000 98.1304
1709000 91.9311
1710000 96.5249
1711000 104.337
1712000 107.605
1713000 111.204
1714000 109.603
1715000 108.564
1716000 105.933
1717000 108.148
1718000 116.219
1719000 109.481
1720000 107.021
1721000 112.023
1722000 103.295
1723000 99.2933
1724000 113.719
1725000 111.85
1726000 99.7834
1727000 104.451
1728000 104.56
1729000 89.4313
1730000 91.9543
1731000 100.763
1732000 113.068
1733000 114.273
1734000 115.359
1735000 107.652
1736000 102.409
1737000 105.262
1738000 102.392
1739000 99.8477
1740000 91.823
1741000 100.376
1742000 110.144
1743000 103.315
1744000 102.431
1745000 105.912
1746000 103.293
1747000 107.426
1748000 102.151
1749000 106.797
1750000 99.7843
1751000 93.7816
1752000 97.0982
1753000 96.3993
1754000 100.61
1755000 104.35
1756000 92.9663
1757000 93.7419
1758000 100.982
1759000 101.289
1760000 92.4368
1761000 102.85
1762000 96.3453
1763000 94.6324
1764000 99.0372
1765000 105.217
1766000 109.209
1767000 104.648
1768000 105.635
1769000 107.617
1770000 112.035
1771000 115.058
1772000 117.647
1773000 110.895
1774000 93.457
1775000 97.7155
1776000 107.892
1777000 99.9072
1778000 103.841
1779000 97.9472
1780000 105.152
1781000 105.106
1782000 102.374
1783000 92.5476
1784000 106.492
1785000 102.58
1786000 106.314
1787000 99.3015
1788000 98.4865
1789000 108.529
1790000 104.034
1791000 108.423
1792000 101.016
1793000 103.462
1794000 100.127
1795000 103.806
1796000 97.3822
1797000 93.1369
1798000 94.0153
1799000 90.5341
1800000 89.114
1801000 97.8392
1802000 100.226
1803000 116.926
1804000 116.488
1805000 109.895
1806000 115.15
1807000 112.148
1808000 99.7665
1809000 94.4174
1810000 86.2609
1811000 97.3698
1812000 103.506
1813000 100.838
1814000 97.3222
1815000 112.477
1816000 109.746
1817000 107.492
1818000 103.613
1819000 96.5541
1820000 97.8519
1821000 96.0951
1822000 100.895
1823000 104.161
1824000 103.715
1825000 104.34
1826000 106.757
1827000 101.134
1828000 101.327
1829000 98.7925
1830000 100.178
1831000 102.501
1832000 97.4442
1833000 99.1794
1834000 109.597
1835000 106.992
1836000 97.3956
1837000 105.713
1838000 93.9614
1839000 90.6524
1840000 102.913
1841000 101.158
1842000 97.0893
1843000 93.1753
1844000 102.87
1845000 102.834
1846000 95.809
1847000 104.587
1848000 106.2
1849000 114.855
1850000 100.548
1851000 96.0715
1852000 108.528
1853000 106.648
1854000 100.932
1855000 99.5417
1856000 100.484
1857000 96.4305
1858000 104.193
1859000 93.4836
1860000 98.7716
1861000 101.344
1862000 97.9194
1863000 103.843
1864000 95.0764
1865000 97.6252
1866000 101.752
1867000 102.437
1868000 104.773
1869000 105.114
1870000 103.025
1871000 111.799
1872000 105.986
1873000 94.1524
1874000 93.9806
1875000 104.75
1876000 106.124
1877000 92.678
1878000 95.8139
1879000 109.567
1880000 106.913
1881000 112.042
1882000 110.996
1883000 107.314
1884000 101.886
1885000 99.4741
1886000 98.4558
