# Time-averaged data for fix myFixMSD2
# TimeStep c_myMSD[1] c_myMSD[2] c_myMSD[3] c_myMSD[4]
910000 594.373 557.214 602.652 1754.24
920000 599.305 572.653 599.842 1771.8
930000 604.012 571.072 602.243 1777.33
940000 604.443 576.341 611.288 1792.07
950000 613.325 580.873 623.228 1817.43
960000 620.26 580.463 631.209 1831.93
970000 632.838 578.143 640.154 1851.13
980000 638.733 583.29 643.418 1865.44
990000 631.996 576.737 652.966 1861.7
1000000 629.554 575.771 654.676 1860
1010000 640.7 580.776 665.544 1887.02
1020000 652.807 598.509 671.791 1923.11
1030000 661.729 601.707 674.409 1937.84
1040000 658.088 611.348 676.679 1946.11
1050000 659.745 621.804 677.999 1959.55
1060000 654.733 620.649 692.589 1967.97
1070000 663.365 644.672 701.473 2009.51
1080000 660.948 651.017 704.604 2016.57
1090000 656.201 656.508 712.823 2025.53
1100000 665.582 662.961 714.368 2042.91
1110000 657.084 667.001 715.645 2039.73
1120000 652.743 676.318 717.872 2046.93
1130000 665.576 675.044 726.655 2067.27
1140000 663.821 686.129 732.656 2082.61
1150000 668.955 684.478 734.5 2087.93
1160000 668.181 684.086 730.898 2083.16
1170000 662.014 690.228 721.693 2073.94
1180000 680.427 684.179 722.039 2086.64
1190000 682.644 697.634 718.42 2098.7
1200000 682.556 700.569 723.532 2106.66
1210000 690.653 695.255 748.918 2134.83
1220000 693.886 695.762 760.592 2150.24
1230000 697.518 704.521 762.944 2164.98
1240000 700.536 704.528 770.16 2175.23
1250000 709.5 723.323 772.77 2205.59
1260000 708.369 725.42 770.432 2204.22
1270000 708.836 725.387 767.252 2201.48
1280000 717.136 734.651 757.288 2209.07
1290000 732.576 734.488 759.657 2226.72
1300000 740.16 744.296 770.734 2255.19
1310000 748.907 741.917 775.918 2266.74
1320000 755.508 748.442 785.59 2289.54
1330000 761.366 741.229 786.719 2289.31
1340000 761.789 748.903 793.032 2303.73
1350000 772.591 747.201 813.124 2332.92
1360000 768.44 752.941 806.11 2327.49
1370000 754.059 765.089 803.885 2323.03
1380000 754.003 774.26 799.117 2327.38
1390000 762.494 773.082 809.906 2345.48
1400000 767.341 771.086 809.39 2347.82
1410000 772.541 775.597 809.522 2357.66
1420000 772.15 784.207 818.479 2374.84
1430000 771.367 790.236 816.12 2377.72
1440000 770.446 797.612 816.624 2384.68
1450000 778.546 806.665 817.796 2403.01
1460000 787.071 815.719 829.084 2431.87
1470000 776.034 814.187 834.006 2424.23
1480000 782.809 833.489 834.064 2450.36
1490000 788.432 838.539 838.855 2465.83
1500000 801.223 843.746 844.675 2489.64
1510000 803.071 849.874 842.885 2495.83
1520000 806.944 847.097 844.625 2498.67
1530000 812.642 846.099 850.011 2508.75
1540000 818.809 847.632 847.515 2513.96
1550000 812.417 849.418 866.268 2528.1
1560000 818.079 862.804 866.235 2547.12
1570000 816.185 866.696 869.601 2552.48
1580000 823.859 868.031 876.272 2568.16
1590000 838.756 865.379 871.527 2575.66
1600000 845.011 858.93 876.547 2580.49
1610000 839.283 863.536 872.966 2575.78
